School,Department,Start Time,End Time,Description
【厦门大学】,经济学院（经济学夏令营）,2024-04-30,2024-06-10,厦大经济学科2024年暑期夏令营之一“经济学院第十六届全国优秀大学生经济学夏令营”报名指南作者： 发布时间：2024-04-30为促进中国高校优秀大学生之间的学术和思想交流，加强青年学生对厦大经济学科的了解，厦门大学经济学院在成功举办十五届夏令营的基础上，将于2024年7月9日-13日举办第十六届“全国优秀大学生经济学暑期夏令营”活动。对于夏令营中表现优秀的营员，学院将颁发优秀营员证书。学院将提供
【中国科学院大学】,软件所-中文信息处理实验室,2024-04-30,2024-06-20,中文信息处理实验室推免招生说明各位同学好，非常感谢各位同学考虑报考中科院软件所中文信息处理实验室。由于每年报考实验室的同学有一些相似的问题想要了解，因此实验室撰写了如下招生说明，供各位有意报考实验室的同学查阅。一、实验室简介中科院软件所中文信息处理实验室实始于1996年成立的“开放系统与中文信息处理中心”。实验室长期致力于大模型、自然语言理解、信息抽取与信息检索等领域前沿技术的研究与开发。目前，实
【中国科学院大学】,杭州高等研究院,2024-04-30,2024-06-20,"国科大杭州高等研究院关于2024年优秀大学生夏令营报名的通知时间：2024-04-30中国科学院大学简称“国科大”,被誉为“世界顶尖科技学府”“中国科学家最多的大学”,2024年3月ESI新增数据中，国科大全球排名24位，位列内地高校第一位。杭州高等研究院是中国科学院大学直属二级学院，创办于2019年，是经中国科学院和浙江省人民政府批准，中国科学院大学和杭州市人民政府共同举办的、集科教创产为一体的"
【上海交通大学】,密西根学院,2024-04-30,2024-06-13,报名|上海交通大学密西根学院2025年硕士博士研究生招生宣讲会邀您参加
【厦门大学】,邹至庄经济研究院,2024-04-30,2024-06-10,厦大经济学科2024年暑期夏令营之三“邹至庄经济研究院第二届全国优秀大学生数量经济学夏令营”报名指南作者： 发布时间：2024-04-30  厦门大学邹至庄经济研究院将于2024年7月9日-13日举办“第二届全国优秀大学生数量经济学夏令营”。对于夏令营中表现优秀的营员，学院将颁发优秀营员证书。学院将提供营员的往返路费（以火车硬座价格为标准）及夏令营期间在厦门的住宿。一、项目介绍邹至庄研究院于202
【厦门大学】,化学化工学院,2024-04-30,2024-05-30,厦门大学化学化工学院暨能源材料化学协同创新中心（厦门）2024年全国优秀大学生夏令营活动通知（第一轮）厦门大学由著名爱国华侨领袖陈嘉庚先生于1921年创办，是中国近代教育史上第一所华侨创办的大学。学校发挥“侨、台、特、海”区位优势，彰显“海峡、海丝、海洋”办学特色，先后进入全国重点大学、“211工程”、“985工程”和“双一流”建设高校行列。校园依山傍海，风景秀丽，已成为公认的环境最优美的中国大学
【南方科技大学】,设计与智能制造学院,2024-04-29,2024-06-16,南科大系统设计与智能制造学院2024年全国优秀大学生夏令营报名通知
【南方科技大学】,深港微电子学院,2024-04-29,2024-06-20,
【清华大学】,万科公共卫生与健康学院,2024-04-29,2024-06-03,清华卫健学院2024年全国优秀大学生夏令营开始报名！
【浙江大学】,基础医学院,2024-04-10,2024-05-31,浙江大学基础医学院关于举办2024年优秀大学生暑期夏令营的通知来源： 0009728     发布时间：2024-04-29 浙江大学基础医学院坐落于风景如画的杭州浙大紫金港校区，是国家高等教育体制改革试点学院（唯一的医药类试点学院）、全国教育系统先进集体。2017、2022年基础医学学科先后入选国家“双一流”建设学科名单，特别是近十年来在医学人才培养、师资队伍、科学研究、社会服务和贡献、国际交流
【上海科技大学】,物质科学与技术学院,2024-04-29,2024-06-25,2024年上科大物质学院大学生夏令营报名公告上海科技大学是由上海市政府和中国科学院共同举办和建设的一所小规模、高水平、国际化的研究型、创新型大学，已入选“双一流”建设高校。学校以理工科为主，位于上海浦东张江高科技园，与国家级大科学设施和科研机构融为一体，与张江高新区的产业界、投资界有机衔接，是上海科创中心建设的重要力量。物质科学与技术学院（简称物质学院）围绕材料、能源、环境、健康等领域进行科研部署
【中国科学院大学】,福建物质结构研究所,2024-04-29,2024-06-25,中国科学院福建物质结构研究所（海西研究院）2024年大学生暑期夏令营招募通知更新日期：2024-04-29  中国科学院福建物质结构研究所2024年大学生暑期夏令营将于7月中旬在福州举行，诚意邀请全国各高校相关专业优秀本科生参加，接收营员100名，并将从营员中选拔出优秀者作为我所2025年入学的免试推荐生或直博生。一、申请条件 1．化学、材料、物理、生物、光学、控制等相关专业大学三年级本科生（20
【中国科学院大学】,上海高等研究院,2024-04-29,2024-06-20,中国科学院上海高等研究院“梦筑高研”2024年大学生暑期夏令营活动通知发表日期：2024-04-29为激发大学生的科研兴趣和热情，促进各高校优秀学生之间交流，中国科学院上海高等研究院（以下简称“高研院”）将于2024年7月举办“梦筑高研”第十二届大学生暑期夏令营活动。同时，此次活动将作为高研院2025年研究生选拔的重要方式之一，表现优秀者将有机会通过推荐免试途径成为高研院硕士生或直博生，欢迎有报考
【西湖大学】,暑期科研实习,2024-04-29,2024-05-31,面向大二大三｜西湖大学开放156个暑期科研实习岗位！很多人问我们，西湖大学有没有暑假？这时候，校长可能笑了；导师和研究员们可能笑了；博士生们可能笑了；行政工作人员可能也笑了；准备参加科研训练的本科生们可能也笑了。你可能也笑了。西湖大学的夏天，有点“热”，是很多人汇聚在一起的“坐标”——面向博士招生的夏令营；被多所美国顶尖高中“锁定”的西湖夏校；各种国际交流活动等等——夏天是适合学习和交流的季节，嗯
【陕西师范大学】,幸福科学课题组,2024-04-29,2024-06-25,幸福科学课题组招收2025级博士/硕士研究生
【北京脑科学与类脑研究中心】,,2024-04-29,2024-06-11,北京脑所2024年夏令营报名通知中心简介2018年3月，北京市政府联合北大、清华等七家单位共同发起成立了北京脑科学与类脑研究中心，自2023年9月8日开始，更名为北京脑科学与类脑研究所（简称北京脑所）。北京脑所主要集中于脑科学和类脑智能技术方面的研究，致力于建设国际一流的脑科学顶尖研究机构，并以此为依托培养面向国家脑科学战略需求的创新型人才。北京脑所重点围绕脑认知基本原理解析、认知障碍相关重大疾病
【西北大学】,科学史高等研究院,2024-04-28,2024-06-20,西北大学第七届(2024)“科学与文明”优秀本科生夏令营报名通知  为促进全国高校间优秀大学生的学术交流与沟通，激发青年学生对科学技术史学科的科研兴趣，增进优秀大学生对西北大学科学史高等研究院的了解，选拔优秀学生来院学习深造，西北大学科学史高等研究院将于2024年7月12-14日举办第七届(2024)“科学与文明”优秀本科生夏令营活动，欢迎全国各大高校相关专业品学兼优的学子积极报名参加。一、学校和
【中国科学院大学】,大气物理研究所,2024-04-27,2024-06-02,关于举办2024年大气物理所优秀大学生夏令营的通知为了促进全国高校优秀大学生之间的交流，增进青年学生对大气物理研究所的了解和科学研究的兴趣，大气物理研究所决定举办2024年优秀大学生夏令营(以下简称夏令营)活动。2024年夏令营在全国范围内招收大气科学、海洋科学、环境科学与工程和行星科学以及对其有兴趣的数学、物理、计算机、生态、水文等学科的优秀本科生。夏令营期间进行预推免面试选拔。一、申请条件 申
【北京大学】,生物医学前沿创新中心,2024-04-26,2024-06-11,"2024年全国优秀大学生暑期夏令营生物医学前沿创新中心（BiomedicalPioneeringInnovationCenter,BIOPIC），原名生物动态光学成像中心，是北京大学于2010年成立的独立实体研究机构，由国际著名生物物理化学家谢晓亮院士领衔创建并任创始主任，现任主任为张泽民院士。作为一个以技术驱动为核心的多学科交叉生命科学研究中心，BIOPIC通过自主研发高精尖技术衔接基础科学突破"
【河南工业大学】,复杂性科学中心,2024-04-26,2024-06-05,河南工业大学复杂性科学中心关于举办“2024年全国优秀大学生暑期夏令营”活动的通知  时间：2024-04-2615:05  来源：复杂性科学中心 为进一步加深各位同学对河南工业大学复杂性科学中心的了解，激发优秀学子的科研兴趣，提前接触中心独特的学术氛围与教育资源，河南工业大学复杂性科学中心拟面向全国2021级综合学业成绩优秀、且有志于投身相关学科交叉领域研究或已获得河南工业大学2024级研究生拟
【海南大学】,亚利桑那州立大学联合国际旅游学院,2024-04-26,2024-06-05,中美合作办学：海南大学-美国亚利桑那州立大学2024“海悦”创新论坛暨大学生夏令营 一、活动时间1.活动形式：线上/线下.2.活动时间：6月14日报到，6月15日（线下举行）同时开放线上通道，6月16日线下3.研究生专业：旅游管理（ASU：MasterofCommunityResourcesandDevelopment-Tourism）；公共管理（ASU：MasterofPublicAdminis
【中国科学院大学】,华大专项,2024-04-26,2024-06-17,2024年中国科学院大学（华大专项）推免夏令营-基因组学|生物信息学|人工智能推免夏令营关键信息📍 深圳·盐田🕓 2024年7月22-26日🏝 大学生推免夏令营活动💯 选拔2025届推免直博及硕士研究生活动安排日期2024年7月22-26日，为期5天（22号为报到日）。行程1、参观深圳国家基因库、华大全球总部在国家基因库能够亲眼目睹到基因数据的海量存储、高效检索以及精准分析的全过程。华大全球总部，
【苏州大学】,建筑学院,2024-04-26,2024-06-20,
【浙江大学】,数学科学学院,2024-04-29,2024-05-31,
【中国海洋大学】,海洋生命学院,2024-04-26,2024-06-15,人才培养|2024年中国海洋大学海洋生物进化与发育暑期学校报名啦！！中国海洋大学2024年海洋生物进化与发育国际前沿论坛&暑期学校进化与发育是当代生命科学的前沿学科和研究热点，关注生物界高度多样化的发育过程，阐释发育过程背后隐藏的进化驱动机制和规律，不仅可以为生命的起源研究提供重要依据，并且有望为多样生物资源的挖掘和利用提供科技支撑。2024年，中国海洋大学“海洋生物进化与发育”国际前沿论坛暨暑期
【北京大学】,生命科学学院,2024-04-26,2024-06-11,北京大学生命科学学院和生命科学联合中心（北大方面）关于联合举办“2024年全国优秀大学生夏令营”活动的通知北京大学生命科学学院和生命科学联合中心（北大方面）将于2024年7月1-3日联合举办“2024年全国优秀大学生夏令营”活动。本次活动旨在促进生命科学和相关交叉学科的优秀大学生之间的交流，帮助学生了解当前学科发展前沿和北京大学生命科学学院和生命科学联合中心（北大方面）的科研教学情况。本次活动涵盖
【北京大学】,生命科学联合中心,2024-04-26,2024-06-11,生命科学联合中心（北大方面）和北京大学生命科学学院关于联合举办“2024年全国优秀大学生夏令营”活动的通知北京大学生命科学学院和生命科学联合中心（北大方面）将于2024年7月1-3日联合举办“2024年全国优秀大学生夏令营”活动。本次活动旨在促进生命科学和相关交叉学科的优秀大学生之间的交流，帮助学生了解当前学科发展前沿和北京大学生命科学学院和生命科学联合中心（北大方面）的科研教学情况。本次活动涵盖
【苏州大学】,功能纳米与软物质研究院,2024-04-26,2024-06-25,2024年苏州大学FUNSOM暑期夏令营活动通知发布时间：2024-04-26苏州大学功能纳米与软物质研究院（FUNSOM）是成立于2008年的一所高起点的独立研究院，由中国科学院院士、发展中国家科学院院士李述汤教授领衔组建，凝聚了一支科研创新能力强、教学实践经验丰富的国际化精英科研教学队伍。FUNSOM面向21世纪的重点和热点科学研究领域，在新能源、新材料、光电技术、纳米生物医学和绿色环保等诸多
【上海科技大学】,生物医学工程学院,2024-04-26,2024-06-30,上科大生物医学工程学院2024年大学生夏令营活动通知一、活动安排上科大生医工学院大学生夏令营是学院促进学科交流和师生了解的年度活动，面向热爱生物医学工程学科的优秀在校生。夏令营活动包括学院招生政策与专业方向介绍、营员与学院导师及研究生面对面交流沟通、校园与学院参观和学术讲座等活动。营员可以实地感受上科大研究生的学习、生活环境。本次夏令营活动将于7月份举办，建议有意向参加我院夏令营活动的同学，尽快完
【中国科学院大学】,物理科学学院（理论物理）,2024-04-26,2024-06-15,中国科学院大学物理科学学院“理论物理”大学生夏令营报名通知 国科大“理论物理”夏令营老师粒子物理唯象学，中高能核物理，QCD理论等研究：【核学院】黄梅、黄飞、【物理学院】晏启树、杨德山、吴佳俊强相互作用多体问题等研究：【核学院】彭光雄、郭璐宇宙学、量子场论、引力等研究：【物理学院】朴云松、田雨、孙雅文软物质及生物物理方向： 【物理学院】周昕、黎明凝聚态物理方向研究：【物理学院】王正川、【电子学院】
【上海国家会计学院】,研究生部,2024-04-22,2024-06-30,上海国家会计学院关于举办2024年全国优秀大学生夏令营活动的通知发布时间：2024-04-19上海国家会计学院于2000年9月正式组建，是财政部直属事业单位，实行党委领导下的院长负责制。学院董事会主席由财政部部长担任。学院也是中国政府为促进区域能力建设而创设的亚太财经与发展学院（AFDI）所在地，拥有国际一流的教学设施和住宿生活条件。学院以立德树人为根本任务，秉持朱镕基同志亲笔题写的“不做假账”校
【复旦大学】,化学系,2024-05-06,2024-05-31,化学系2024年全国优秀大学生夏令营活动通知
【北京大学】,定量生物学中心,2024-04-26,2024-06-11,2024年北京大学定量生物学中心优秀大学生夏令营招生简章2024-04-2621:23:582024年北京大学定量生物学中心优秀大学生夏令营招生简章       重要提示：请申请人保留申请材料原件或副本，申请材料提交后一律不予返还。         北京大学定量生物学中心2024年夏令营活动将于2024年7月1日-3日举行，申请工作从即日起开始，具体活动安排另行通知。       北京大学定量生物
【北京大学】,现代农学院,2024-04-26,2024-06-13,北京大学现代农学院2024年全国优秀本科生和硕士研究生夏令营活动通知2024-04-26 为促进农业经济管理和生物技术方向优秀大学生之间的交流，帮助青年学生了解当前学科发展前沿与热点，北京大学现代农学院决定于2024年7月5日-7月7日举办“2024年全国优秀大学生夏令营”活动。本次夏令营面向应届本科毕业生和应届硕士毕业生（2025届毕业生），及已获得学士学位或硕士学位的往届生。 现代农学院于20
【北京大学】,前沿交叉学科研究院,2024-04-26,2024-06-11,北京大学前沿交叉学科研究院关于举办2024年交叉学科优秀大学生夏令营的通知为了促进我国高校优秀大学生之间的交流，增加青年学生对交叉学科研究的兴趣，北京大学前沿交叉学科研究院从2009年开始举办每年一度的“交叉学科优秀大学生夏令营”活动。几年来，这项活动逐步成为全国高校优秀大学生了解北京大学前沿交叉学科研究院的重要途径。2024年将继续举行交叉学科优秀大学生夏令营活动，举行时间为7月1日-3日。20
【南京大学】,天文与空间科学学院,2024-04-26,2024-06-02,
【哈尔滨工业大学】,张乃庆课题组,2024-04-26,2024-07-31,哈工大张乃庆课题组招收2025级硕士推免/直博研究生哈工大张乃庆课题组招收2025级硕士推免/直博研究生学校：哈尔滨工业大学（校本部-哈尔滨）学院/方向：化工与化学学院/能源科学与工程学院  动力与储能电池方向推免生招生要求：本科毕业于国内知名高校化学、化工、材料、能源、物理、电气等相关专业导师简介：张乃庆，哈尔滨工业大学长聘教授/博导，英国皇家化学会会士(FRSC)，国际电化学能源科学院理事、黑
【上海交通大学】,李政道研究所&物理与天文学院,2024-04-26,2024-06-30,上海交通大学物理学科2025级研究生招生夏令营预通知
【上海科技大学】,临港实验室,2024-04-26,2024-06-30,“欢迎光‘临’”2024年大学生夏令营临港实验室是由中央设立的新型科研机构，聚焦解决我国生物医药与脑科学领域重大科技难题，打造我国生命健康领域的战略科技力量。实验室以“推动科技原创突破、引领新药创新方向、打造体系化创新生态”为愿景使命，全面围绕原创新药研发，高质量实施国家战略科研任务，推动产出重大科技成果，为提升我国生物医药研发原始创新能力、实现生物医药高水平自立自强做出贡献。实验室联合培养直博生
【北京大学】,环境与能源学院,2024-04-26,2024-06-15,关于举办“北京大学环境与能源学院2024年优秀大学生夏令营”的通知北京大学深圳研究生院（南国燕园）依托北大、立足深圳，逐步成为扎根深圳的北京大学研究型国际化校区，北京大学创建世界一流大学战略的重要组成部分，办学方针为“前沿领域、交叉学科、应用学术、国际标准”。环境与能源学院是北京大学深圳研究生院的五大理工学院之一，特色研究方向主要包括大气环境科学、水环境科学与工程、减污降碳环境技术、智慧环境能源大
【南方科技大学】,物理系,2024-04-26,2024-06-12,南方科技大学物理系2024年全国优秀大学生夏令营报名通知
【中国科学院大学】,宁波材料技术与工程研究所,2024-04-26,2024-06-20,中国科学院宁波材料所2024年“梦启甬城，心动科苑”大学生暑期夏令营营员招募通知      中国科学院宁波材料技术与工程研究所(简称宁波材料所)成立于2004年，是由中国科学院、浙江省、宁波市三方共建的浙江省首家中科院直属科研机构。紧密结合国际科技发展趋势和国家创新驱动发展需求，围绕“材料研究”，先后布局了材料技术、先进制造、新能源与生物医学工程4大领域。20年来，宁波材料所完善了“人才培养-原始
【西南大学】,心理学部,2024-04-25,2024-06-09,西南大学心理学与脑科学2024年优秀大学生夏令营通知为促进全国各高校心理学、脑科学及其相关学科的优秀大学生之间的交流，帮助青年学子了解心理学与脑科学的研究前沿，激发大学生们对心理学与脑科学的学习与科学研究的热情，选拔优秀大学生进入相关学科领域继续深造，西南大学心理学部拟于2024年6月举办西南大学心理学与脑科学优秀应届大学生夏令营活动。本次夏令营主要招收心理学、脑科学及其相关专业（如神经科学、生物
【中国科学院大学】,微小卫星创新研究院,2024-04-25,2024-06-20,研途有你丨2025年中国科学院微小卫星创新研究院招生简章(qq.com)——UCASMICROSATE——01中国科学院大学简介www.ucas.ac.cn中国科学院大学简称“国科大”，是一所以科教融合为办学模式、研究生教育为办学主体、精英化本科教育为办学特色的创新型大学。国科大培养了新中国第一个理学博士、第一个工学博士、第一个女博士、第一个双学位博士，培养了全国约四分之一的“杰出青年基金获得者”
【南方科技大学】,生物医学工程系,2024-04-25,2024-06-20,南方科技大学生物医学工程系2024年全国优秀大学生夏令营2024-04-25  为加强高校间优秀大学生的沟通和交流，为广大学子提供了解南方科技大学生物医学工程系的机会，培育学生科研兴趣及创新精神，激发学生创新潜力，选拔有培养潜质的优秀学生，生物医学工程系欢迎全国优秀大学生报名夏令营活动。 一、报名对象1.全校高校本科三年级在校生（2025届本科毕业生），可获得免推资格的本科生优先考虑；2.学业成绩
【北京大学】,国际法学院,2024-04-23,2024-06-20,北京大学国际法学院2024年第十六届全国优秀大学生夏令营通知 北京大学国际法学院（PekingUniversitySchoolofTransnationalLaw，简称“北大国法”或“STL”）创立于2008年，是中国内地唯一一所提供全面普通法教育的法学院，也是全球唯一一所将美国职业法学教育（J.D.）和中国法律硕士（J.M.）两种培养模式与内容相结合，致力于为深圳、大湾区和中国培养具备国际竞争力
【清华大学】,智能产业研究院,2024-04-23,2024-05-30,SUMMER@AIR｜2024夏令营开始报名啦！想要高效利用暑期时间获得科研锻炼结交老师和志同道合的学术伙伴吗？快来报名加入AIRSUMMER 2024暑期夏令营开启你的2024学术挑战！我们在AIR期待你到来！欢迎来AIR！｜gif图源AIR在夏令营中，你将与来自不同高校的顶尖学子，围绕自动驾驶、具身智能、AIforLifeScience等前沿学术课题，开展高强度的实践项目挑战；与世界一流的科研
【中国科学院大学】,上海光学精密机械研究所,2024-04-23,2024-06-20,中国科学院上海光机所2024年“追光之旅”暑期大学生夏令营招募通知中国科学院上海光机所2024年“追光之旅”暑期大学生夏令营拟于2024年7月8日-12日举办。夏令营期间将安排学生参观本所、聆听专家报告、听取各实验室介绍、近距离接触尖端设备、与学生和导师交流、推免生面试等活动。此次夏令营将面向全国双一流高校优秀本科生接收150名左右营员。一、申请条件1、物理、光电、材料、机械等相关专业的三年级学生
【中国科学院大学】,上海药物研究所,2024-04-22,2024-08-15,招募令|上海药物所2024年“新药梦”优秀大学生夏令营营员招募中国科学院上海药物研究所前身是国立北平研究院药物研究所，创建于1932年，次年迁至上海，2003年搬迁至浦东张江高科技园区，是我国历史最悠久的综合性创新药物研究机构。现有各类人员近4000人，其中两院院士4人，杰青等国家级高层次人才200余人。2024年上海药物所“新药梦”优秀大学生夏令营预计于2024年5月-8月滚动举办，入营席位预计
【西湖大学】,暑期科研实习,2024-04-21,2024-05-31,西湖大学2024年暑期科研实习公告招生动态教学事务部 ， 2024年04月18日 为让更多学生近距离感受和了解西湖大学的文化，培养科研兴趣，奠定未来发展基础，西湖大学计划于7月-8月举办2024年“暑期科研实习”项目，欢迎有志科学研究的优秀大学生报名参加。  今年，共有84个独立实验室提供156个暑期科研实习岗位，实习期为7月29日至8月23日，共4周。实习期间，各实验室将根据学生实际制订个性化科
【南京大学】,物理学院,2024-04-22,2024-06-05,【通知】关于举办“2024年南京大学物理学院全国优秀大三学生夏令营”的通知
【香港中文大学】,工程学院（系统工程与工程管理系）,2024-04-20,2024-06-14,香港中文大学工程学院系统工程与工程管理系（SEEM）将举办2024年博士生夏令营香港中文大学工程学院系统工程与工程管理学系（SEEM）将举办2024年博士生夏令营。夏令营举办时间：2024年7月15日（周一）–17日（周三）夏令营申请截止时间：2024年6月14日（周五）夏令营申请链接：https://cloud.itsc.cuhk.edu.hk/webform/view.php?id=13685
【清华大学】,生命科学学院,2024-04-19,2024-06-11,“清华大学2024年生命科学、基础医学与药学夏令营”通知  为加强高校间大学生的沟通和交流，为广大学子提供了解清华大学生命科学、基础医学与药学研究的机会，激发营员的科研兴趣，帮助其尽早确立人生目标，并鼓励有培养潜质的优秀学生继续深造，清华大学生命科学学院、基础医学院、药学院（生命科学相关方向）和清华大学-北京大学生命科学联合中心（CLS项目）共同主办，将于2024年7月8日-7月12日举办“清华大
【清华大学】,药学院,2024-04-19,2024-06-11,通知公告|清华大学药学院2024年优秀大学生夏令营报名通知清华大学药学院成立于2015年12月，在学科布局上瞄准一流、注重特色、强调学科交叉，围绕药学关键生物问题、药学关键技术研究、疾病研究与靶向治疗三大方向开展药物发现及药学研究。目前学院已组建了一支一流的教学与科研团队，近80%教师入选国家高层次人才计划及其青年项目。药学院始终面向国家重大战略需求和学科发展前沿，致力于培养既具备广博且精湛的理论
【清华大学】,神经调控国家工程研究中心,2024-04-18,2024-06-10,清华大学神经调控国家工程研究中心暑期夏令营活动通知
【西安交通大学】,电气工程学院（荣命哲教授课题）,2024-04-18,2024-06-20,西安交通大学电气学院荣命哲教授课题组面向2025届本科毕业生招收推免研究生荣命哲(课题组负责人)个人简介入选国家级人才计划，国家自然科学基金委创新群体带头人，科技部973项目首席科学家，国家重点研发计划项目负责人。研究成果获国家技术发明二等奖（2016年，第一完成人），国家科技进步二等奖2项（2008和2004年，第二完成人），陕西省技术发明一等奖（2023年，第一完成人），中国产学研合作创新成果
【北京大学】,材料科学与工程学院,2024-04-18,2024-06-02,【夏令营】2024年北京大学材料科学与工程学院“全国优秀大学生夏令营”活动通知发布者：  时间：2024-04-1816:01:072005年，北京大学成立先进材料与纳米技术系，2012年更名为材料科学与工程系，2020年，学校整合全校材料科学与工程相关专业成立材料科学与工程学院（以下简称“材料学院”）。作为学校实施“新工科”发展战略的重要部署，学院把“承载国家意志、汇聚大师名家、培养杰出人才”作
【中国科学院大学】,上海硅酸盐研究所,2024-04-18,2024-06-20,2024中国科学院上海硅酸盐研究所“下一站，硅所”大学生夏令营报名正式开始
【南方科技大学】,公共卫生及应急管理学院,2024-04-18,2024-06-26,2024年南方科技大学公共卫生及应急管理学院夏令营预通知2024.04.182024年南方科技大学公共卫生及应急管理学院夏令营预通知南方科技大学公共卫生及应急管理学院（以下简称“公卫学院”）计划于2024年7月上旬举办全国优秀大学生夏令营活动。本夏令营旨在增进优秀大学生对南科大公卫学院的了解，加深优秀大学生对当前公共卫生研究前沿与热点的认识，提供一个跨学科间优秀大学生相互交流的平台，同时提前选拔2
【北京大学】,光华管理学院（社会学）,2024-04-11,2024-06-15,招生|北京大学光华管理学院2024“全国优秀大学生夏令营”（社会学方向）
【广州医科大学】,呼吸疾病全国重点实验室,2024-04-18,2024-06-15,
【哈尔滨工业大学（深圳）】计算机科学与技术学院陈科海教授招生,,2024-04-18,2024-09-10,陈科海，哈尔滨工业大学（深圳）计算机科学与技术学院教授，博士生导师，2022年入选国家级青年人才计划，“鹏城孔雀计划”特聘岗位B档，获2021年北京市科技进步二等奖，获2020年中国中文信息学会“优秀博士学位论文”奖。2018年于哈尔滨工业大学取得博士学位，2018年至2021年在日本国立情报通信研究机构从事博士后研究，主要研究方向为自然语言处理、大语言模型、强化学习与机器翻译等。在ACL、ICL
【中国科学院大学】,上海有机化学研究所,2024-04-16,2024-06-10,上海有机化学研究所2024年大学生暑期夏令营营员招募通知2024年（第十六届）上海有机化学研究所大学生暑期夏令营拟定于7月中上旬在上海举行。本次夏令营将面向全国各高校优秀本科生接收营员300余名，上海有机所将提供营员单程路费（凭票实报实销高校所在城市至上海的火车硬座/硬卧/动车二等座/高铁二等座）及夏令营期间在沪食宿。夏令营期间将安排营员参观有机所陈列室、国家重点实验室，聆听课题组介绍、与导师面对
【北京大学】,未来技术学院,2024-04-16,2024-06-15,"北京大学未来技术学院关于举办“2024年全国优秀大学生夏令营”活动的通知北京大学未来技术学院将于2024年6月29日-7月2日，举办""2024年全国优秀大学生夏令营""活动。北京大学未来技术学院是在响应习近平总书记“四个坚持面向”要求和应对世界百年未有之大变局的大背景下，在教育部和北京大学顶层设计和关心下，于2020年9月23日正式批复成立。学院为北京大学二级教学科研实体机构，含分子医学研究所、生物"
【南京大学】,建筑与城市规划学院,2024-04-16,2024-06-02,2024年南京大学建筑与城市规划学院优秀大学生夏令营通知预-计我校最迟5月中旬会打开此报名系统，请有意向申请的同学先做好以下材料准备工作，待系统打开后及时上传提交。附件：1. 2024年优秀大学生夏令营申请表2. 示例
【中国海洋大学】,未来海洋学院,2024-04-15,2024-08-10,中国海洋大学未来海洋学院第六期学员选拔方案  中国海洋大学未来海洋学院以“厚德博学、勇毅笃行”为院训，以建设世界一流海洋学院为目标，致力于建成全球海洋领域未来杰出科学家、领军人才和有国际视野的高层次管理人才培养基地，努力建设成为国际海洋领域交叉学科拔尖创新人才培养的新高地。学院采用国际化教学理念和体系，汇聚全球顶尖涉海师资力量和科研团队，构建服务于高水平科技自立自强国家战略的新型交叉学科人才培养范
【中国人民大学】,高瓴人工智能学院（AI-Engine实验室）,2024-04-15,2024-05-31,AI-Engine实验室招生|WeWantYou!我们是？AI-Engine实验室是来自于中国人民大学高瓴人工智能学院的研究团队。我们忠诚于技术，追求创新，希望通过我们的努力，能够为人工智能领域提供更加深入、公平、可靠的方法和策略。实验室指导老师陈旭老师博士毕业于清华大学，于2020年加入中国人民大学。他的研究方向为大语言模型，因果推断，推荐系统等。曾在TheWebConf、NeurIPS、AIJ
【香港科技大学（广州 )】,社会枢纽博士项目,2024-04-10,2024-06-20,香港科技大学（广州）社会枢纽（SocietyHub，简称SOCH）2025秋季入学博士项目夏令营正式启动报名港科大（广州）社会枢纽（SocietyHub，简称SOCH）2025秋季入学博士项目夏令营正式启动报名！如果你心态开放、拥抱成长；有好奇心、对交叉学科的探索之旅充满热情；敏锐洞察社会发展动态、对充满挑战与机遇的未来满怀抱负。欢迎加入我们！2024年夏天，我们在位于粤港澳大湾区的几何中心——广
【中国科学技术大学】,量子物理与量子信息研究部,2024-04-13,2024-05-31,招生信息各位同学好！由潘建伟院士带领的量子物理和量子信息研究团队是中国科大具有国际水平的科研团队。研究领域为量子光学与量子信息，研究方向包括：量子力学基本原理检验、光纤量子通信、自由空间量子通信、量子存储与量子中继、光学量子计算、超导量子计算、离子阱量子计算、冷原子量子模拟、量子精密测量以及相关理论研究等。目前，我们已经搭建了众多相关实验平台，建立和发展了一整套与量子信息实验研究相关的分析探测设备
【中国科学院大学】,物理科学学院（原子分子光物理实验组）,2024-04-12,2024-06-12,2024年【本科生“科创计划”】国科大原子分子光物理实验组招生     中国科学院大学（国科大）原子分子光物理实验组诚邀全国各高校物理学专业大二／大三优秀学生申请“中国科学院大学生创新实践计划”。原子分子光物理实验组部分导师和研究方向简介：    钟志萍：教授，博导。多年从事离子-原子冷化学和高激发原子结构及动力学的研究。在PRL、PRA、OE等发表SCI收录论文73篇。目前的研究领域：冷原子精密
【西湖大学】,理学院化学系,2024-04-12,2024-06-21,西湖大学理学院化学系2024年夏令营公告招生动态2024年04月12日西湖大学是一所社会力量举办、国家重点支持的新型高等学校。西湖大学理学院在数学、物理学、化学3个一级学科招收和培养博士生。化学专业旨在通过平衡的课程和研究机会，提供关于自然界的宽广的知识基础和深入学科核心的创新研究。西湖大学建立和完善寓教于研的博士研究生人才培养体系，实行独立实验室（PI）制度。理学院化学系拥有催化与合成、化学生物
